assists,bonus,bps,clean_sheets,code,creativity,element_type,first_name,goals_conceded,goals_scored,ict_index,id,influence,minutes,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,value_season,web_name,yellow_cards,season,specific_pos,top_six,Pace
0,0,18,0,48844,0,GK,David,4,0,2.9,1,28.8,143,47,0,0,0,48844.jpg,1,0,4,Ospina,0.2,FALSE,13,a,Arsenal,3,0,2,0.4,Ospina,0,16-17,,,
0,2,660,12,11334,0.1,GK,Petr,37,0,82,2,819.8,3097,54,1,0,0,11334.jpg,3.8,0,115,Cech,13.7,FALSE,33,a,Arsenal,3,0,134,24.8,Cech,2,16-17,,,
1,19,723,10,51507,53.9,DEF,Laurent,37,2,112.7,3,831.2,2821,61,0,0,0,51507.jpg,3.7,1,0,Koscielny,11.2,FALSE,6,s,Arsenal,3,239,121,19.8,Koscielny,4,16-17,,,
0,0,5,0,17127,0.1,DEF,Per,1,0,1.8,4,17.8,38,48,0,0,0,17127.jpg,1,0,0,Mertesacker,0.2,FALSE,4,a,Arsenal,3,0,1,0.2,Mertesacker,0,16-17,,,
0,2,296,5,158074,84.5,DEF,Gabriel Armando,18,0,50,5,295.8,1517,48,0,0,0,158074.jpg,2.4,0,0,de Abreu,0.8,FALSE,5,d,Arsenal,3,119,45,9.4,Gabriel,6,16-17,,,
5,12,569,10,98745,508.3,DEF,Héctor,34,1,133.8,6,437.6,2503,65,0,0,0,98745.jpg,3.6,0,0,Bellerín,13.9,FALSE,24,a,Arsenal,3,395,119,18.3,Bellerín,4,16-17,,,
1,3,201,6,42427,171.4,DEF,Kieran,3,0,43.1,7,142.4,702,47,0,0,0,42427.jpg,4.1,0,0,Gibbs,1.7,FALSE,3,d,Arsenal,3,117,45,9.6,Gibbs,3,16-17,,,
0,0,2,0,27334,1.4,DEF,Mathieu,0,0,0.2,8,1,15,46,0,0,0,27334.jpg,1,0,0,Debuchy,0.2,FALSE,2,a,Arsenal,3,0,1,0.2,Debuchy,0,16-17,,,
0,0,12,0,80254,2,DEF,Carl,1,0,2.1,9,19.4,82,48,0,0,0,80254.jpg,2,0,0,Jenkinson,0.1,FALSE,25,a,Arsenal,3,0,2,0.4,Jenkinson,0,16-17,,,
3,9,681,11,38411,280.3,DEF,Nacho,43,0,105.8,10,554,3153,59,0,0,0,38411.jpg,3.2,0,0,Monreal,6.4,FALSE,18,a,Arsenal,3,220,115,19.5,Monreal,5,16-17,,,
1,7,499,7,101184,107,DEF,Calum,37,2,88,11,692.2,2250,43,0,0,0,101184.jpg,3.3,0,0,Chambers,3.4,FALSE,25,a,Middlesborough,25,80,83,19.3,Chambers,4,16-17,,,
11,32,834,13,37265,1278.3,MID,Alexis,41,24,453.4,12,1357.8,3217,117,0,1,0,37265.jpg,6.9,0,0,Sánchez,29.7,FALSE,7,a,Arsenal,3,1896,264,22.6,Sánchez,6,16-17,WINGER,Yes,86
3,7,380,8,20467,280.5,MID,Theo,26,10,184.1,13,541.8,1916,72,0,1,0,20467.jpg,4.4,0,0,Walcott,4.2,FALSE,14,a,Arsenal,3,1023,122,16.9,Walcott,1,16-17,,,
11,19,729,12,37605,1649.3,MID,Mesut,30,8,322,14,834.4,2841,95,0,0,0,37605.jpg,5.1,0,0,Özil,7.5,FALSE,11,a,Arsenal,3,734,167,17.6,Özil,2,16-17,,,
2,5,159,4,19524,221.7,MID,Santiago,5,2,50.8,15,198.2,618,70,0,0,0,19524.jpg,4.8,0,0,Cazorla,1.4,FALSE,19,d,Arsenal,3,89,38,5.4,Cazorla,2,16-17,,,
4,3,240,4,41792,361.2,MID,Aaron,20,1,111.3,16,257.2,1236,76,0,0,0,41792.jpg,2.4,0,0,Ramsey,1.1,FALSE,8,a,Arsenal,3,496,56,7.4,Ramsey,3,16-17,,,
3,2,312,5,54102,544.4,MID,Jack,45,0,116.8,17,308.4,1950,58,0,0,0,54102.jpg,2.1,0,0,Wilshere,0.5,FALSE,32,d,Bournemouth,91,321,61,10.5,Wilshere,4,16-17,,,
7,3,393,4,81880,519.9,MID,Alex,22,2,137.5,18,435.4,1564,58,0,0,0,81880.jpg,2.9,0,0,Oxlade-Chamberlain,1.4,FALSE,15,a,Arsenal,3,416,83,14.3,Chamberlain,1,16-17,,,
0,0,0,0,133798,0,MID,Serge,0,0,0,19,0,0,50,0,0,0,133798.jpg,0,0,0,Gnabry,0,FALSE,27,u,Arsenal,3,0,0,0,Gnabry,0,16-17,,,
1,1,303,5,56864,314.1,MID,Francis,27,0,72.4,20,291.6,1779,42,0,0,0,56864.jpg,1.8,0,0,Coquelin,1.9,FALSE,34,a,Arsenal,3,117,52,12.4,Coquelin,5,16-17,,,
5,8,352,9,153133,467.8,MID,Alex,20,3,138.7,21,326.4,1456,53,0,0,0,153133.jpg,3.4,0,0,Iwobi,1.1,FALSE,17,a,Arsenal,3,592,89,16.8,Iwobi,1,16-17,,,
1,0,133,3,153256,108.6,MID,Mohamed,9,0,31.1,22,89,694,45,0,0,0,153256.jpg,1.9,0,0,Elneny,0.4,FALSE,35,a,Arsenal,3,116,26,5.8,Elneny,1,16-17,,,
0,0,0,0,99127,0,MID,Joel,0,0,0,23,0,0,59,0,0,0,99127.jpg,0,0,0,Campbell,0,FALSE,28,u,Arsenal,3,0,0,0,Campbell,0,16-17,,,
3,7,506,10,84450,626.2,MID,Granit,32,2,130.8,24,488.8,2483,52,0,0,0,84450.jpg,2.7,2,0,Xhaka,3.2,FALSE,29,a,Arsenal,3,193,85,16.3,Xhaka,5,16-17,,,
5,17,432,4,44346,275.1,FWD,Olivier,16,12,158.9,25,522.6,1206,81,0,0,0,44346.jpg,4,0,0,Giroud,4.7,FALSE,12,a,Arsenal,3,797,116,14.3,Giroud,2,16-17,,,
2,0,117,3,50175,89.9,FWD,Danny,11,2,55.5,26,144.8,748,73,0,0,0,50175.jpg,2.3,0,0,Welbeck,0.8,FALSE,23,a,Arsenal,3,321,37,5.1,Welbeck,0,16-17,,,
0,0,0,0,80711,0,FWD,Yaya,0,0,0,27,0,0,46,0,0,0,80711.jpg,0,0,0,Sanogo,0.1,FALSE,22,a,Arsenal,3,0,0,0,Sanogo,0,16-17,,,
0,0,0,0,154998,0,FWD,Takuma,0,0,0,28,0,0,49,0,0,0,154998.jpg,0,0,0,Asano,0,FALSE,None,u,Arsenal,3,0,0,0,Asano,0,16-17,,,
0,7,657,9,18726,10,GK,Artur,63,0,82.4,29,815.4,3150,45,0,0,2,18726.jpg,3.4,0,115,Boruc,6.2,FALSE,1,a,Bournemouth,91,0,120,26.7,Boruc,2,16-17,,,
0,1,37,1,15885,0,GK,Adam,3,0,3.5,30,34.4,180,44,0,0,0,15885.jpg,4,0,5,Federici,0.1,FALSE,23,d,Bournemouth,91,0,8,1.8,Federici,1,16-17,,,
1,7,639,10,15149,291.2,DEF,Simon,54,0,117.3,31,748.2,2938,45,0,0,0,15149.jpg,2.6,1,0,Francis,1.4,FALSE,2,a,Bournemouth,91,130,89,19.8,Francis,4,16-17,,,
0,17,777,10,56917,66.2,DEF,Steve,67,2,158.2,32,1123,3420,48,1,0,0,56917.jpg,2.9,0,0,Cook,3.2,FALSE,3,a,Bournemouth,91,391,112,23.3,Steve Cook,5,16-17,,,
3,14,692,10,41320,528.3,DEF,Charlie,53,4,152.9,33,698.2,3060,52,0,0,0,41320.jpg,3.9,0,0,Daniels,9.9,FALSE,11,a,Bournemouth,91,302,134,25.8,Daniels,1,16-17,,,
5,12,645,8,54469,509.8,DEF,Adam,61,1,132.1,34,566.6,3101,46,1,0,0,54469.jpg,2.9,0,0,Smith,7,FALSE,15,a,Bournemouth,91,242,104,22.6,Smith,6,16-17,,,
0,2,89,0,149484,18.3,DEF,Tyrone,16,0,18.9,35,125.4,506,45,2,0,0,149484.jpg,0.6,0,0,Mings,0,FALSE,26,a,Bournemouth,91,45,4,0.9,Mings,0,16-17,,,
1,8,267,3,126184,55.5,DEF,Nathan,20,3,57.5,36,373.2,834,39,0,0,0,126184.jpg,4.6,0,0,Aké,6.1,FALSE,6,a,Chelsea,8,147,55,14.1,Aké,1,16-17,,,
4,6,513,9,48615,533,MID,Harry,62,1,135.4,37,482,2956,50,0,1,0,48615.jpg,2.4,1,0,Arter,0.3,FALSE,8,a,Bournemouth,91,343,84,16.8,Arter,11,16-17,,,
3,6,224,5,20037,304.6,MID,Marc,24,2,83.3,38,238.6,1329,46,0,0,0,20037.jpg,3,0,0,Pugh,0.4,FALSE,7,a,Bournemouth,91,290,64,13.9,Pugh,1,16-17,,,
1,0,288,4,15237,223.8,MID,Andrew,38,0,57,39,256.8,1800,46,0,0,0,15237.jpg,2,1,0,Surman,0.1,FALSE,6,a,Bournemouth,91,90,44,9.6,Surman,1,16-17,,,
0,0,0,0,80498,0,MID,Eunan,0,0,0,40,0,0,44,0,0,0,80498.jpg,0,0,0,O'Kane,0.3,FALSE,32,u,Bournemouth,91,0,0,0,O'Kane,0,16-17,,,
0,0,0,0,20669,0,MID,Shaun,0,0,0,41,0,0,45,0,0,0,20669.jpg,0,0,0,MacDonald,0.1,FALSE,16,u,Bournemouth,91,0,0,0,MacDonald,0,16-17,,,
6,13,372,4,56872,406.9,MID,Junior,29,7,128,42,454.6,1467,46,0,0,0,56872.jpg,5.1,0,0,Stanislas,1.3,FALSE,19,d,Bournemouth,91,418,107,23.3,Stanislas,1,16-17,,,
0,2,254,4,40387,181.7,MID,Dan,24,2,60.5,43,254,1366,47,0,0,0,40387.jpg,1.8,0,0,Gosling,0.1,FALSE,4,a,Bournemouth,91,168,49,10.4,Gosling,6,16-17,,,
0,0,24,0,59741,18.2,MID,Max,1,0,10.8,44,24.6,134,50,0,0,0,59741.jpg,0.7,0,0,Gradel,0.1,FALSE,10,a,Bournemouth,91,70,8,1.6,Gradel,3,16-17,,,
0,0,0,0,122342,0,MID,Emerson,0,0,0,45,0,0,44,0,0,0,122342.jpg,0,0,0,Hyndman,0,FALSE,22,u,Bournemouth,91,0,0,0,Hyndman,0,16-17,,,
0,0,133,3,103912,268.3,MID,Jordon,22,0,61.5,46,113,1055,49,0,0,0,103912.jpg,1.4,0,0,Ibe,1.1,FALSE,33,a,Bournemouth,91,235,36,7.3,Ibe,0,16-17,,,
2,1,81,1,155408,89.8,MID,Lewis,7,0,21.8,47,100.8,432,42,0,0,0,155408.jpg,2.8,0,0,Cook,0.8,FALSE,18,a,Bournemouth,91,28,17,4,Lewis Cook,1,16-17,,,
3,17,553,9,78007,474.6,MID,Joshua,54,16,231.6,48,835.2,2714,62,0,1,0,78007.jpg,4.9,0,0,King,19.3,FALSE,17,a,Bournemouth,91,1007,178,28.7,King,1,16-17,STRIKER,No,90
1,2,170,6,75115,125.7,FWD,Callum,25,6,82.2,49,229,1361,60,0,0,0,75115.jpg,3.1,0,0,Wilson,1.1,FALSE,13,d,Bournemouth,91,487,63,10.5,Callum Wilson,0,16-17,,,
0,0,0,0,126468,0,FWD,Tokelo,0,0,0,50,0,0,45,0,0,0,126468.jpg,0,0,0,Rantie,0.3,FALSE,9,u,Bournemouth,91,0,0,0,Rantie,0,16-17,,,
1,0,17,0,21246,11.8,FWD,Lewis,2,0,5.3,51,24.2,60,43,0,0,0,21246.jpg,2,0,0,Grabban,2.9,FALSE,28,u,Bournemouth,91,17,6,1.4,Grabban,0,16-17,,,
5,9,259,5,88498,320.7,FWD,Benik,24,6,130.8,52,350,1458,53,0,1,0,88498.jpg,2.8,0,0,Afobe,1.2,FALSE,9,a,Bournemouth,91,639,88,16.6,Afobe,1,16-17,,,
1,0,22,1,178304,39.6,FWD,Lys,4,0,16.1,53,27.8,270,51,1,0,0,178304.jpg,1.3,0,0,Mousset,0.1,FALSE,31,a,Bournemouth,91,109,14,2.7,Mousset,0,16-17,,,
0,21,741,10,21205,30.3,GK,Tom,48,0,103.2,54,1001.6,3150,51,0,0,1,21205.jpg,4.3,0,142,Heaton,18.6,FALSE,1,a,Burnley,90,0,149,29.2,Heaton,1,16-17,,,
2,5,631,9,68983,491.5,DEF,Matthew,53,0,134.2,55,770.6,3240,45,0,0,0,68983.jpg,2.5,0,0,Lowton,0.8,FALSE,2,a,Burnley,90,80,90,20,Lowton,9,16-17,,,
2,6,592,9,51927,93.7,DEF,Ben,49,1,126.7,56,890,3015,44,2,0,0,51927.jpg,2.8,0,0,Mee,2.2,FALSE,6,a,Burnley,90,281,94,21.4,Mee,5,16-17,,,
1,3,596,8,40616,409.9,DEF,Stephen,53,1,118.3,57,644.6,3230,45,0,0,0,40616.jpg,2.5,0,0,Ward,1.6,FALSE,23,a,Burnley,90,128,91,20.2,Ward,5,16-17,,,
1,10,619,10,106611,96.7,DEF,Michael,49,2,158.6,58,930.8,3150,50,0,0,0,106611.jpg,3.2,0,0,Keane,3.3,FALSE,5,a,Burnley,90,557,113,22.6,Keane,4,16-17,,,
0,0,111,1,17761,53.4,DEF,James,11,0,27.5,59,146.2,568,40,0,0,0,17761.jpg,1.2,0,0,Tarkowski,1.8,FALSE,26,a,Burnley,90,81,23,5.8,Tarkowski,1,16-17,,,
0,0,0,0,85017,0,DEF,Tendayi,0,0,0,60,0,0,42,0,0,0,85017.jpg,0,0,0,Darikwa,0.1,FALSE,27,a,Burnley,90,0,0,0,Darikwa,0,16-17,,,
0,0,8,0,19556,11.7,MID,David,1,0,1.3,61,0,86,50,0,0,0,19556.jpg,1,0,0,Jones,0,FALSE,14,u,Burnley,90,2,1,0.2,Jones,1,16-17,,,
2,2,386,9,28244,268.4,MID,George,45,2,97.2,62,330.6,2837,51,0,0,0,28244.jpg,2.6,0,0,Boyd,0.2,FALSE,21,a,Burnley,90,376,92,18,Boyd,3,16-17,,,
2,3,253,6,39158,556.5,MID,Scott,36,1,115.7,63,210.2,2103,52,0,0,0,39158.jpg,2.2,0,0,Arfield,0.1,FALSE,37,a,Burnley,90,393,69,13.3,Arfield,3,16-17,,,
2,1,239,5,15982,88.7,MID,Dean,28,1,40.5,64,244.4,1764,43,0,0,0,15982.jpg,2.4,0,0,Marney,0.4,FALSE,8,i,Burnley,90,73,51,11.9,Marney,7,16-17,,,
0,0,0,0,95508,0,MID,Fredrik,0,0,0,65,0,0,44,0,0,0,95508.jpg,0,0,0,Ulvestad,0.1,FALSE,20,u,Burnley,90,0,0,0,Ulvestad,0,16-17,,,
0,0,20,0,15944,9.3,MID,Michael,1,0,1.5,66,2.8,104,42,0,0,0,15944.jpg,1.2,0,0,Kightly,0.6,FALSE,11,u,Burnley,90,4,6,1.4,Kightly,0,16-17,,,
4,12,394,5,40399,248.1,FWD,Sam,34,10,164.6,67,500,2064,57,0,0,0,40399.jpg,3.3,0,0,Vokes,3.2,FALSE,9,a,Burnley,90,907,121,21.2,Vokes,0,16-17,,,
3,10,303,8,73426,320.2,FWD,Andre,33,9,137.4,68,415.6,2260,60,0,0,0,73426.jpg,3.4,0,0,Gray,4,FALSE,7,a,Burnley,90,648,108,18,Gray,2,16-17,,,
0,0,5,0,34654,1,FWD,Lukas,0,0,0.3,69,0.4,13,43,0,0,0,34654.jpg,1,0,0,Jutkiewicz,0.6,FALSE,19,u,Burnley,90,2,2,0.5,Jutkiewicz,0,16-17,,,
3,10,241,6,44699,277.1,FWD,Ashley,27,6,125.5,70,328.8,1774,46,0,0,0,44699.jpg,2.9,1,0,Barnes,4.3,FALSE,10,a,Burnley,90,663,81,17.6,Barnes,6,16-17,,,
0,0,0,0,37002,0,FWD,Rouwen,0,0,0,71,0,0,45,0,0,0,37002.jpg,0,0,0,Hennings,0,FALSE,18,u,Burnley,90,0,0,0,Hennings,0,16-17,,,
0,0,0,0,153678,0,FWD,Chris,0,0,0,72,0,0,45,0,0,0,153678.jpg,0,0,0,Long,0.3,FALSE,24,u,Burnley,90,0,0,0,Long,0,16-17,,,
0,0,623,16,60772,0,GK,Thibaut,28,0,52,73,517.6,3240,59,0,0,0,60772.jpg,3.9,0,69,Courtois,14.1,FALSE,13,a,Chelsea,8,0,141,23.9,Courtois,1,16-17,,,
0,0,17,0,40349,0,GK,Asmir,5,0,1.3,74,13.2,180,46,0,0,0,40349.jpg,1,0,1,Begovic,0.2,FALSE,1,a,Chelsea,8,0,2,0.4,Begovic,0,16-17,,,
0,0,97,1,1718,24.3,DEF,John,9,1,23.3,75,104.6,496,52,0,0,0,1718.jpg,2.3,0,0,Terry,1.9,FALSE,26,a,Chelsea,8,104,21,4,Terry,1,16-17,,,
1,2,143,1,41135,69.4,DEF,Branislav,9,0,29.4,76,114.6,589,56,0,0,0,41135.jpg,1.8,0,0,Ivanovic,2.7,FALSE,2,u,Chelsea,8,112,23,4.1,Ivanovic,2,16-17,,,
5,22,872,16,41328,422.8,DEF,César,33,1,136.8,77,792.8,3420,64,0,0,0,41328.jpg,4.5,0,0,Azpilicueta,18.1,FALSE,28,a,Chelsea,8,150,170,26.6,Azpilicueta,4,16-17,,,
0,15,778,17,19419,100.8,DEF,Gary,29,6,133.3,78,831.6,3296,67,1,0,0,19419.jpg,4.8,0,0,Cahill,15.3,FALSE,24,a,Chelsea,8,400,178,26.6,Cahill,5,16-17,,,
1,3,69,0,103192,13.5,DEF,Kurt,8,0,7.8,79,60.6,250,53,0,0,0,103192.jpg,1.7,0,0,Zouma,0.3,FALSE,5,a,Chelsea,8,4,15,2.8,Zouma,0,16-17,,,
0,0,0,0,118335,0,DEF,Abdul Rahman,0,0,0,80,0,0,55,0,0,0,118335.jpg,0,0,0,Baba,0,FALSE,6,u,Chelsea,8,0,0,0,Baba Rahman,0,16-17,,,
0,0,0,0,163793,0,DEF,Matt,0,0,0,81,0,0,44,0,0,0,163793.jpg,0,0,0,Miazga,0.1,FALSE,20,u,Chelsea,8,0,0,0,Miazga,0,16-17,,,
9,33,869,17,42786,1306.8,MID,Eden,29,16,351.6,82,1044.6,2985,105,0,1,0,42786.jpg,6.2,0,0,Hazard,30.6,FALSE,10,i,Chelsea,8,1162,224,21.3,Hazard,3,16-17,WINGER,Yes,90
15,14,529,4,17878,881.8,MID,Cesc,14,5,184.1,83,635,1340,70,0,0,0,17878.jpg,4.2,0,0,Fàbregas,3.3,FALSE,4,a,Chelsea,8,325,121,17.3,Fàbregas,8,16-17,,,
1,0,104,1,61262,197.4,MID,Oscar,6,0,42.2,84,97.4,455,71,0,0,0,61262.jpg,1.9,0,0,dos Santos Emboaba Junior,0.5,FALSE,8,u,Chelsea,8,128,17,2.4,Oscar,1,16-17,,,
0,0,0,0,66733,0,MID,Juan,0,0,0,85,0,0,69,0,0,0,66733.jpg,0,0,0,Cuadrado,0.5,FALSE,17,u,Chelsea,8,0,0,0,Cuadrado,0,16-17,,,
3,13,441,6,47431,809.4,MID,Willian,19,8,182.1,86,491.4,1534,70,0,0,0,47431.jpg,3.4,0,0,Borges Da Silva,3.5,FALSE,22,a,Chelsea,8,522,114,16.3,Willian,3,16-17,,,
8,1,550,15,62398,447.1,MID,Nemanja,24,1,127.5,87,546.8,2694,48,0,0,0,62398.jpg,3,0,0,Matic,3.9,FALSE,21,a,Chelsea,8,279,105,21.9,Matic,4,16-17,,,
0,0,16,0,126187,3.9,MID,Ruben,0,0,3.4,88,3.8,35,50,0,0,0,126187.jpg,1,0,0,Loftus-Cheek,0.1,FALSE,14,a,Chelsea,8,25,6,1.2,Loftus-Cheek,0,16-17,,,
0,0,0,0,28495,0,MID,John Obi,0,0,0,89,0,0,44,0,0,0,28495.jpg,0,0,0,Mikel,0.1,FALSE,12,u,Chelsea,8,0,0,0,Mikel,0,16-17,,,
10,18,580,15,49579,697.9,MID,Pedro,15,9,198.8,90,639,2140,68,0,0,0,49579.jpg,4.6,0,0,Rodríguez Ledesma,8.5,FALSE,11,a,Chelsea,8,669,162,23.8,Pedro,6,16-17,,,
0,0,0,0,110504,0,MID,Bertrand,0,0,0,91,0,0,54,0,0,0,110504.jpg,0,0,0,Traore,0,FALSE,14,u,Chelsea,8,0,0,0,Traore,0,16-17,,,
3,6,476,17,49013,456.2,MID,Victor,15,3,166.7,92,528.6,2485,55,0,0,0,49013.jpg,3.1,0,0,Moses,2.2,FALSE,15,s,Chelsea,8,683,105,19.1,Moses,4,16-17,,,
0,0,0,0,82660,0,MID,Marco,0,0,0,93,0,0,49,0,0,0,82660.jpg,0,0,0,Van Ginkel,0,FALSE,None,u,Chelsea,8,0,0,0,Van Ginkel,0,16-17,,,
0,0,8,0,167767,11.8,MID,Robert Kenedy,3,0,6,94,1.8,90,51,0,0,0,167767.jpg,1.5,0,0,Nunes do Nascimento,0,FALSE,16,a,Chelsea,8,46,3,0.6,Kenedy,0,16-17,,,
1,1,554,13,116594,432.8,MID,N'Golo,33,1,119,95,515.4,3138,47,0,0,0,116594.jpg,2.4,0,0,Kanté,11.7,FALSE,7,a,Chelsea,8,244,83,17.7,Kanté,9,16-17,,,
1,4,169,0,94245,40.9,FWD,Michy,3,5,50.7,96,193.2,254,84,0,0,0,94245.jpg,2.4,0,0,Batshuayi,1.2,FALSE,23,a,Chelsea,8,277,48,5.7,Batshuayi,0,16-17,,,
11,25,657,14,18507,687.9,FWD,Diego,30,20,355,97,982.6,3083,104,0,1,0,18507.jpg,5.6,0,0,Da Silva Costa,32.2,FALSE,19,a,Chelsea,8,1891,196,18.8,Costa,10,16-17,,,
0,0,17,1,38419,26.9,FWD,Loïc,3,0,10.2,98,20,134,62,0,0,0,38419.jpg,1.2,0,0,Remy,0.2,FALSE,8,a,Crystal Palace,31,60,6,1,Remy,0,16-17,,,
0,0,0,0,11554,0,GK,Julian,0,0,0,99,0,0,43,0,0,0,11554.jpg,0,0,0,Speroni,0.2,FALSE,1,a,Crystal Palace,31,0,0,0,Speroni,0,16-17,,,
0,4,497,7,20066,31.1,GK,Wayne,46,0,63.2,100,600.4,2610,43,0,0,0,20066.jpg,3.2,0,83,Hennessey,3.1,FALSE,13,a,Crystal Palace,31,0,92,21.4,Hennessey,1,16-17,,,
0,0,0,0,58376,0,GK,Alex,0,0,0,101,0,0,43,0,0,0,58376.jpg,0,0,0,McCarthy,0.1,FALSE,13,d,Southampton,20,0,0,0,McCarthy,0,16-17,,,
0,0,120,0,44413,0,GK,Steve,17,0,18.2,102,182.8,810,42,0,0,0,44413.jpg,2.1,0,24,Mandanda,1.9,FALSE,30,a,Crystal Palace,31,0,19,4.5,Mandanda,0,16-17,,,
0,5,359,6,49413,35.7,DEF,James,36,3,72.1,103,471,1974,48,0,0,0,49413.jpg,3.1,0,0,Tomkins,0.2,FALSE,5,a,Crystal Palace,31,213,75,15.6,Tomkins,4,16-17,,,
1,4,310,2,19188,73.1,DEF,Scott,36,3,96,104,459,1752,51,0,0,0,19188.jpg,2.7,0,0,Dann,2.1,FALSE,6,a,Crystal Palace,31,426,61,12,Dann,2,16-17,,,
1,7,568,7,55494,263.7,DEF,Joel,63,0,100.4,105,608.2,3417,48,0,0,0,55494.jpg,2.3,0,0,Ward,0.9,FALSE,2,a,Crystal Palace,31,129,86,17.9,Ward,7,16-17,,,
2,0,323,2,58786,125.1,DEF,Martin,44,0,61,106,421.8,2124,42,0,0,0,58786.jpg,1.6,0,0,Kelly,0.6,FALSE,34,a,Crystal Palace,31,61,46,11,Kelly,4,16-17,,,
2,3,344,3,7906,79.6,DEF,Damien,39,0,64.1,107,496.6,2014,48,0,0,0,7906.jpg,1.7,0,0,Delaney,0.5,FALSE,27,a,Crystal Palace,31,67,51,10.6,Delaney,8,16-17,,,
0,0,37,0,79228,33.5,DEF,Pape,3,0,9.7,108,53.6,270,41,0,0,0,79228.jpg,2,0,0,Souaré,0.2,FALSE,23,i,Crystal Palace,31,9,6,1.5,Souaré,0,16-17,,,
4,3,172,3,55452,326.7,MID,Yannick,14,1,81.8,109,238,1048,56,0,0,0,55452.jpg,3.2,0,0,Bolasie,1.7,FALSE,14,i,Everton,11,252,45,8,Bolasie,3,16-17,,,
6,6,500,7,19197,941.8,MID,Jason,53,0,188.7,110,500.2,3093,51,0,0,0,19197.jpg,2.6,0,0,Puncheon,0.7,FALSE,42,a,Crystal Palace,31,448,92,18,Puncheon,9,16-17,,,
11,13,481,7,82403,606.4,MID,Wilfried,56,7,221.2,111,740.4,3019,58,0,0,0,82403.jpg,4.3,0,0,Zaha,11.9,FALSE,11,a,Crystal Palace,31,865,149,25.7,Zaha,8,16-17,,,
0,0,8,0,59115,31.2,MID,Mile,1,0,4.3,112,11.8,90,45,0,0,0,59115.jpg,2,0,0,Jedinak,0.1,FALSE,15,u,Crystal Palace,31,0,2,0.4,Jedinak,0,16-17,,,
1,1,201,2,18805,109.9,MID,Joe,26,1,31.5,113,158.2,1160,43,0,0,0,18805.jpg,2.2,0,0,Ledley,0.4,FALSE,16,a,Crystal Palace,31,48,40,9.3,Ledley,1,16-17,,,
3,8,363,3,50471,284.5,MID,James,39,5,97.7,114,400.4,1999,47,0,0,0,50471.jpg,3.2,0,0,McArthur,1,FALSE,18,a,Crystal Palace,31,300,93,19.8,McArthur,5,16-17,,,
0,0,17,0,49438,14.1,MID,Jordon,1,0,3.1,115,15.6,53,42,0,0,0,49438.jpg,1,0,0,Mutch,0.3,FALSE,22,u,Crystal Palace,31,0,4,1,Mutch,0,16-17,,,
0,0,0,0,103100,0,MID,Jonathan,0,0,0,116,0,0,45,0,0,0,103100.jpg,0,0,0,Williams,0,FALSE,20,u,Crystal Palace,31,0,0,0,Williams,0,16-17,,,
1,0,103,2,75773,125,MID,Chung-yong,13,0,23.9,117,71.2,471,42,0,0,0,75773.jpg,1.6,0,0,Lee,0.3,FALSE,14,a,Crystal Palace,31,44,24,5.7,Lee Chung-yong,0,16-17,,,
4,6,411,7,27341,568,MID,Yohan,41,4,146.8,118,427.4,2125,56,0,1,0,27341.jpg,2.8,0,0,Cabaye,1.1,FALSE,7,a,Crystal Palace,31,478,91,16.3,Cabaye,7,16-17,,,
0,0,29,0,44343,31.6,MID,Bakary,5,0,8.7,119,21.8,142,53,0,0,0,44343.jpg,1,0,0,Sako,0,FALSE,26,a,Crystal Palace,31,32,7,1.3,Sako,0,16-17,,,
7,16,492,7,60252,852.4,MID,Andros,38,3,191.3,120,552.4,2520,57,0,0,0,60252.jpg,3.2,0,0,Townsend,2.2,FALSE,10,d,Crystal Palace,31,511,116,20.4,Townsend,4,16-17,,,
0,0,56,0,28541,25.9,FWD,Fraizer,4,1,15.2,121,42.4,165,44,0,0,0,28541.jpg,1.3,0,0,Campbell,1,FALSE,9,a,Crystal Palace,31,84,16,3.6,Campbell,0,16-17,,,
0,0,59,0,59125,36.2,FWD,Connor,6,2,25,122,87.6,412,55,0,0,0,59125.jpg,2.3,0,0,Wickham,0.3,FALSE,21,d,Crystal Palace,31,132,18,3.3,Wickham,1,16-17,,,
1,5,407,10,78315,10,GK,Joel,20,0,44.9,123,439.2,1737,47,0,0,0,78315.jpg,4.5,0,54,Robles,0.9,FALSE,1,a,Everton,11,0,89,18.9,Robles,2,16-17,,,
0,3,309,4,10318,0.1,GK,Maarten,24,0,35.1,124,350.4,1683,47,1,0,2,10318.jpg,3.6,0,43,Stekelenburg,1.7,FALSE,22,d,Everton,11,0,68,14.5,Stekelenburg,2,16-17,,,
5,15,647,11,12745,695,DEF,Leighton,34,2,141.9,125,570.8,2819,58,0,1,0,12745.jpg,4.2,0,0,Baines,11,FALSE,3,a,Everton,11,151,135,23.3,Baines,4,16-17,,,
4,15,548,10,59949,308.9,DEF,Seamus,28,4,120.3,126,596,2316,56,0,0,0,59949.jpg,5.1,0,0,Coleman,4,FALSE,23,i,Everton,11,297,133,23.8,Coleman,3,16-17,,,
3,16,533,6,7645,71.7,DEF,Phil,32,3,110.1,127,751.4,2251,49,0,0,0,7645.jpg,3.9,1,0,Jagielka,7.5,FALSE,6,a,Everton,11,278,104,21.2,Jagielka,4,16-17,,,
